symbol,interval,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
BTCUSDT,1d,1668384000000,16331.78000000,17190.00000000,15815.21000000,16619.46000000,380210.77750000,1668470399999,6273920325.33682730,9215128,189502.41248000,3127495594.21076420,0
BTCUSDT,1d,1668470400000,16617.72000000,17134.69000000,16527.72000000,16900.57000000,282461.84391000,1668556799999,4758545355.78683170,7200265,141015.70658000,2375750102.41831840,0
BTCUSDT,1d,1668556800000,16900.57000000,17015.92000000,16378.61000000,16662.76000000,261493.40809000,1668643199999,4362538338.56532390,6297404,129644.72244000,2162757428.72151800,0
BTCUSDT,1d,1668643200000,16661.61000000,16751.00000000,16410.74000000,16692.56000000,228038.97873000,1668729599999,3785204632.01422130,5352083,113347.39771000,1881536908.06648980,0
BTCUSDT,1d,1668729600000,16692.56000000,17011.00000000,16546.04000000,16700.45000000,214224.18184000,1668815999999,3588467560.37312090,5114799,106366.35569000,1781845353.09400520,0
BTCUSDT,1d,1668816000000,16699.43000000,16822.41000000,16553.53000000,16700.68000000,104963.15558000,1668902399999,1747627888.12954740,3142123,52397.34048000,872445362.12574050,0
BTCUSDT,1d,1668902400000,16700.68000000,16753.33000000,16180.00000000,16280.23000000,154842.13478000,1668988799999,2561165772.49570730,4557344,75959.10991000,1256443330.04150680,0
BTCUSDT,1d,1668988800000,16279.50000000,16319.00000000,15476.00000000,15781.29000000,324096.99775300,1669075199999,5188798317.00415347,7440871,159995.46460000,2561914108.92441750,0
BTCUSDT,1d,1669075200000,15781.29000000,16315.00000000,15616.63000000,16226.94000000,239548.06623000,1669161599999,3823612603.80300190,6276097,119384.47075000,1905917090.26695930,0
BTCUSDT,1d,1669161600000,16227.96000000,16706.00000000,16160.20000000,16603.11000000,264927.70408000,1669247999999,4368042618.50026110,6260616,132804.37627000,2189676204.36681600,0
BTCUSDT,1d,1669248000000,16603.11000000,16812.63000000,16458.05000000,16598.95000000,206565.92346000,1669334399999,3431724405.65476800,5031851,103203.31930000,1714660566.87781180,0
BTCUSDT,1d,1669334400000,16599.55000000,16666.00000000,16342.81000000,16522.14000000,182089.49533000,1669420799999,3003553172.22947180,4396465,90187.55597000,1487718711.08407600,0
BTCUSDT,1d,1669420800000,16521.35000000,16701.99000000,16385.00000000,16458.57000000,181804.81666000,1669507199999,3011990387.64742920,3817130,89646.23245000,1485219997.26388430,0
BTCUSDT,1d,1669507200000,16457.61000000,16600.00000000,16401.00000000,16428.78000000,162025.47607000,1669593599999,2679048565.52130150,3362221,80097.04098000,1324406073.66946440,0
BTCUSDT,1d,1669593600000,16428.77000000,16487.04000000,15995.27000000,16212.91000000,252695.40367000,1669679999999,4096398587.35731400,5570407,125766.80639000,2038825206.54017270,0
BTCUSDT,1d,1669680000000,16212.18000000,16548.71000000,16100.00000000,16442.53000000,248106.25009000,1669766399999,4072651066.99940620,5206638,123715.14039000,2030827592.49234990,0
BTCUSDT,1d,1669766400000,16442.91000000,17249.00000000,16428.30000000,17163.64000000,303019.80719000,1669852799999,5123595199.50528570,6519330,151764.57285000,2566042182.99636060,0
BTCUSDT,1d,1669852800000,17165.53000000,17324.00000000,16855.01000000,16977.37000000,232818.18218000,1669939199999,3972607179.86857180,5097720,116018.88867000,1979692808.00705940,0
BTCUSDT,1d,1669939200000,16978.00000000,17105.73000000,16787.85000000,17092.74000000,202372.20620000,1670025599999,3432385161.66025690,4305515,99556.14105000,1688510144.19126210,0
BTCUSDT,1d,1670025600000,17092.13000000,17188.98000000,16858.74000000,16885.20000000,154542.57306000,1670111999999,2622504252.86645320,3308694,76214.56604000,1293351463.16091190,0
BTCUSDT,1d,1670112000000,16885.20000000,17202.84000000,16878.25000000,17105.70000000,178619.13387000,1670198399999,3040020095.05117780,3948990,89359.35165000,1520945572.07683370,0
BTCUSDT,1d,1670198400000,17106.65000000,17424.25000000,16867.00000000,16966.35000000,233703.29225000,1670284799999,4015334796.60372110,5138207,115508.19916000,1984551471.31640810,0
BTCUSDT,1d,1670284800000,16966.35000000,17107.01000000,16906.37000000,17088.96000000,218730.76883000,1670371199999,3717926010.34058660,4416864,108449.54144000,1843473774.58616420,0
BTCUSDT,1d,1670371200000,17088.96000000,17142.21000000,16678.83000000,16836.64000000,220657.41334000,1670457599999,3723206794.30546690,4284989,107803.05198000,1819002376.49286860,0
BTCUSDT,1d,1670457600000,16836.64000000,17299.00000000,16733.49000000,17224.10000000,236417.97804000,1670543999999,4009427525.03041160,4520282,117238.75694000,1988377121.41735070,0
BTCUSDT,1d,1670544000000,17224.10000000,17360.00000000,17058.21000000,17128.56000000,238422.06465000,1670630399999,4097973425.69735400,4282003,118031.91364000,2028743141.40682080,0
BTCUSDT,1d,1670630400000,17128.56000000,17227.72000000,17092.00000000,17127.49000000,140573.97937000,1670716799999,2411933258.84859990,3032257,70355.34064000,1207126756.21747470,0
BTCUSDT,1d,1670716800000,17127.49000000,17270.99000000,17071.00000000,17085.05000000,155286.47871000,1670803199999,2663686104.08256160,3260722,77740.37478000,1333501724.91499000,0
BTCUSDT,1d,1670803200000,17085.05000000,17241.89000000,16871.85000000,17209.83000000,226227.49694000,1670889599999,3844787581.48192440,4463916,112286.94413000,1908405023.87630180,0
BTCUSDT,1d,1670889600000,17208.93000000,18000.00000000,17080.14000000,17774.70000000,284462.91390000,1670975999999,4983896040.37899540,6242080,143922.84935000,2521692886.96687050,0
BTCUSDT,1d,1670976000000,17775.82000000,18387.95000000,17660.94000000,17803.15000000,266681.22209000,1671062399999,4779915721.48445850,5743730,133308.11239000,2389606669.96353140,0
BTCUSDT,1d,1671062400000,17804.01000000,17854.82000000,17275.51000000,17356.34000000,223701.96882000,1671148799999,3923378677.83374760,4789226,110193.63642000,1932609296.70913480,0
BTCUSDT,1d,1671148800000,17356.96000000,17531.73000000,16527.32000000,16632.12000000,253379.04116000,1671235199999,4308933187.65653970,5703001,123374.83424000,2098188985.00709690,0
BTCUSDT,1d,1671235200000,16631.50000000,16796.82000000,16579.85000000,16776.52000000,144825.66684000,1671321599999,2417851422.21312500,3905843,72289.66495000,1206885683.56938190,0
BTCUSDT,1d,1671321600000,16777.54000000,16863.26000000,16663.07000000,16738.21000000,112619.31646000,1671407999999,1884666030.09923800,3369193,55539.12922000,929480021.40193500,0
BTCUSDT,1d,1671408000000,16739.00000000,16815.99000000,16256.30000000,16438.88000000,179094.28305000,1671494399999,2981094033.01381290,4681887,87610.23510000,1458309480.74524840,0
BTCUSDT,1d,1671494400000,16438.88000000,17061.27000000,16397.20000000,16895.56000000,248808.92324000,1671580799999,4176995653.54571100,5945803,124217.38590000,2085423621.74232560,0
BTCUSDT,1d,1671580800000,16896.15000000,16925.00000000,16723.00000000,16824.67000000,156810.96362000,1671667199999,2638528723.73604150,4375570,77675.35979000,1307019850.06062180,0
BTCUSDT,1d,1671667200000,16824.68000000,16868.52000000,16559.85000000,16821.43000000,176044.27235000,1671753599999,2949612072.04930290,4678640,87573.90221000,1467281598.71908520,0
BTCUSDT,1d,1671753600000,16821.90000000,16955.14000000,16731.13000000,16778.50000000,161612.00947000,1671839999999,2720021933.97892650,4561020,81034.18553000,1363871435.61354910,0
BTCUSDT,1d,1671840000000,16778.52000000,16869.99000000,16776.62000000,16836.12000000,100224.29096000,1671926399999,1686757294.99263420,3076985,49578.22304000,834395051.27119080,0
BTCUSDT,1d,1671926400000,16835.73000000,16857.96000000,16721.00000000,16832.11000000,125441.07202000,1672012799999,2108857873.19167050,3570157,62073.54114000,1043560797.06935230,0
BTCUSDT,1d,1672012800000,16832.11000000,16944.52000000,16791.00000000,16919.39000000,124564.00656000,1672099199999,2099037538.63179410,3915571,61741.18011000,1040420821.22625260,0
BTCUSDT,1d,1672099200000,16919.39000000,16972.83000000,16592.37000000,16706.36000000,173749.58616000,1672185599999,2918379509.53140980,5047628,86096.58586000,1446098274.56533820,0
BTCUSDT,1d,1672185600000,16706.06000000,16785.19000000,16465.33000000,16547.31000000,193037.56577000,1672271999999,3210894236.81239060,5465468,96118.18717000,1598767893.17279690,0
BTCUSDT,1d,1672272000000,16547.32000000,16664.41000000,16488.91000000,16633.47000000,160998.47158000,1672358399999,2671665748.08162260,4553877,80977.62443000,1343799862.99502670,0
BTCUSDT,1d,1672358400000,16633.47000000,16677.35000000,16333.00000000,16607.48000000,164916.31174000,1672444799999,2726831056.72502610,4310415,82170.47490000,1358631100.75924430,0
BTCUSDT,1d,1672444800000,16607.48000000,16644.09000000,16470.00000000,16542.40000000,114490.42864000,1672531199999,1897047504.91889730,3344374,57021.06919000,944834393.34133540,0
BTCUSDT,1d,1672531200000,16541.77000000,16628.00000000,16499.01000000,16616.75000000,96925.41374000,1672617599999,1604793789.67721260,3218355,48548.78168000,803841673.83505870,0
BTCUSDT,1d,1672617600000,16617.17000000,16799.23000000,16548.70000000,16672.87000000,121888.57191000,1672703999999,2034683215.26787840,4036118,60925.25948000,1017074780.69180630,0
BTCUSDT,1d,1672704000000,16672.78000000,16778.40000000,16605.28000000,16675.18000000,159541.53733000,1672790399999,2662765916.32566840,5097596,79595.76246000,1328471402.71367460,0
BTCUSDT,1d,1672790400000,16675.65000000,16991.87000000,16652.66000000,16850.36000000,220362.18862000,1672876799999,3709833209.84536520,6310703,109747.11502000,1847617011.38537700,0
BTCUSDT,1d,1672876800000,16850.36000000,16879.82000000,16753.00000000,16831.85000000,163473.56641000,1672963199999,2751080253.81773340,4842014,80959.57162000,1362471754.05329920,0
BTCUSDT,1d,1672963200000,16831.85000000,17041.00000000,16679.00000000,16950.65000000,207401.28415000,1673049599999,3490305009.68812240,5388661,103320.22965000,1738828235.20230050,0
BTCUSDT,1d,1673049600000,16950.31000000,16981.91000000,16908.00000000,16943.57000000,104526.56880000,1673135999999,1770201710.20897340,3227161,51624.83107000,874295207.63651240,0
BTCUSDT,1d,1673136000000,16943.83000000,17176.99000000,16911.00000000,17127.83000000,135155.89695000,1673222399999,2291925699.95854550,4036092,67200.60250000,1139647002.76085130,0
BTCUSDT,1d,1673222400000,17127.83000000,17398.80000000,17104.66000000,17178.26000000,266211.52723000,1673308799999,4590284350.54616930,6327667,131748.52517000,2271681164.79933240,0
BTCUSDT,1d,1673308800000,17179.04000000,17499.00000000,17146.34000000,17440.66000000,221382.42581000,1673395199999,3829247653.73110520,5448751,109377.45606000,1891995855.28760790,0
BTCUSDT,1d,1673395200000,17440.64000000,18000.00000000,17315.60000000,17943.26000000,262221.60653000,1673481599999,4586965947.26354980,5627464,129944.56930000,2273368097.02926420,0
BTCUSDT,1d,1673481600000,17943.26000000,19117.04000000,17892.05000000,18846.62000000,454568.32178000,1673567999999,8348431207.84600970,8911373,227295.33172000,4174813798.38286060,0
BTCUSDT,1d,1673568000000,18846.62000000,20000.00000000,18714.12000000,19930.01000000,368615.87823000,1673654399999,7061633461.44473400,8021774,183448.89377000,3515300890.30505730,0
BTCUSDT,1d,1673654400000,19930.01000000,21258.00000000,19888.05000000,20954.92000000,393913.74951000,1673740799999,8183071567.04618820,8659545,197817.55209000,4109568162.17041980,0
BTCUSDT,1d,1673740800000,20952.76000000,21050.74000000,20551.01000000,20871.50000000,178542.22549000,1673827199999,3710526606.13896440,5194354,88310.83908000,1835436631.70387060,0
BTCUSDT,1d,1673827200000,20872.99000000,21474.05000000,20611.48000000,21185.65000000,293078.08262000,1673913599999,6168654053.04263760,6856434,145352.66942000,3059597458.38535250,0
BTCUSDT,1d,1673913600000,21185.65000000,21647.45000000,20841.31000000,21134.81000000,275407.74409000,1673999999999,5840585769.49009330,6440138,137121.64311000,2908227174.24903050,0
BTCUSDT,1d,1674000000000,21132.29000000,21650.00000000,20407.15000000,20677.47000000,350916.01949000,1674086399999,7399719195.24672580,7617173,173174.41690000,3652037808.31621500,0
BTCUSDT,1d,1674086400000,20677.47000000,21192.00000000,20659.19000000,21071.59000000,251385.84925000,1674172799999,5243024330.01120060,5819932,124924.23436000,2605629874.08902800,0
BTCUSDT,1d,1674172800000,21071.59000000,22755.93000000,20861.28000000,22667.21000000,338079.13659000,1674259199999,7256172889.71053270,7382435,170200.04869000,3654038898.27092860,0
BTCUSDT,1d,1674259200000,22666.00000000,23371.80000000,22422.00000000,22783.55000000,346445.48432000,1674345599999,7938935168.53201350,7796520,172663.17131000,3956916674.40296310,0
BTCUSDT,1d,1674345600000,22783.35000000,23078.71000000,22292.37000000,22707.88000000,253577.75286000,1674431999999,5775552321.54412040,6603827,125842.91663000,2866409820.72257050,0
BTCUSDT,1d,1674432000000,22706.02000000,23180.00000000,22500.00000000,22916.45000000,293588.37938000,1674518399999,6704191295.97568070,7258655,145854.70936000,3330927704.48361020,0
BTCUSDT,1d,1674518400000,22917.81000000,23162.20000000,22462.93000000,22632.89000000,293158.78254000,1674604799999,6721432962.57384140,7395584,144239.84356000,3307407342.13857970,0
BTCUSDT,1d,1674604800000,22631.94000000,23816.73000000,22300.00000000,23060.94000000,346042.83223000,1674691199999,7875590359.11583720,8060446,172647.90115000,3929821773.96511740,0
BTCUSDT,1d,1674691200000,23060.42000000,23282.47000000,22850.01000000,23009.65000000,288924.43581000,1674777599999,6664592468.33792820,7181086,143185.08341000,3303064271.05117470,0
BTCUSDT,1d,1674777600000,23009.65000000,23500.00000000,22534.88000000,23074.16000000,280833.86315000,1674863999999,6461707755.05391510,7079096,139699.27638000,3214623770.84504020,0
BTCUSDT,1d,1674864000000,23074.16000000,23189.00000000,22878.46000000,23022.60000000,148115.71085000,1674950399999,3408985411.31658610,4181816,73861.83566000,1700057503.74953890,0
BTCUSDT,1d,1674950400000,23021.40000000,23960.54000000,22967.76000000,23742.30000000,295688.79204000,1675036799999,6941922954.13640640,7030837,149507.50610000,3510026672.79971740,0
BTCUSDT,1d,1675036800000,23743.37000000,23800.51000000,22500.00000000,22826.15000000,302405.90121000,1675123199999,7020727239.05965260,7790224,149096.53066000,3461492907.17260580,0
BTCUSDT,1d,1675123200000,22827.38000000,23320.00000000,22714.77000000,23125.13000000,264649.34909000,1675209599999,6083858924.53848520,6798411,133028.12717000,3058369006.24069910,0
BTCUSDT,1d,1675209600000,23125.13000000,23812.66000000,22760.23000000,23732.66000000,310790.42271000,1675295999999,7212542002.32509920,7863213,156107.58478000,3623730152.71912710,0
BTCUSDT,1d,1675296000000,23731.41000000,24255.00000000,23363.27000000,23488.94000000,364177.20751000,1675382399999,8673696845.80511160,9102300,181814.20318000,4330715913.90659360,0
BTCUSDT,1d,1675382400000,23489.33000000,23715.70000000,23204.62000000,23431.90000000,332571.02904000,1675468799999,7806490899.91418120,8007846,166143.33246000,3900042090.51636510,0
BTCUSDT,1d,1675468800000,23431.90000000,23587.78000000,23253.96000000,23326.84000000,166126.47295000,1675555199999,3886777607.79605080,4852404,81863.93145000,1915443497.68895130,0
BTCUSDT,1d,1675555200000,23327.66000000,23433.33000000,22743.00000000,22932.91000000,209251.33917000,1675641599999,4842463016.83393380,5903916,103885.22312000,2404286621.12033370,0
BTCUSDT,1d,1675641600000,22932.91000000,23158.25000000,22628.13000000,22762.52000000,265371.60690000,1675727999999,6076050768.11703820,6956395,132350.52989000,3030470974.62453000,0
BTCUSDT,1d,1675728000000,22762.52000000,23350.25000000,22745.78000000,23240.46000000,308006.72482000,1675814399999,7085929136.45684950,8293878,154613.24744000,3557209786.51536870,0
BTCUSDT,1d,1675814400000,23242.42000000,23452.00000000,22665.85000000,22963.00000000,280056.30717000,1675900799999,6457585647.82065440,7896433,138627.72636000,3196783919.63012260,0
BTCUSDT,1d,1675900800000,22961.85000000,23011.39000000,21688.00000000,21796.35000000,402894.69550000,1675987199999,9052973327.19716240,9784291,199309.68374000,4478800426.30285760,0
BTCUSDT,1d,1675987200000,21797.83000000,21938.16000000,21451.00000000,21625.19000000,338591.94247000,1676073599999,7369456394.90665450,6993675,167419.66937000,3644087094.70666890,0
BTCUSDT,1d,1676073600000,21625.19000000,21906.32000000,21599.78000000,21862.55000000,177021.58433000,1676159999999,3842000897.79758020,4207940,87937.95970000,1908638569.77981010,0
BTCUSDT,1d,1676160000000,21862.02000000,22090.00000000,21630.00000000,21783.54000000,204435.65163000,1676246399999,4469822441.43720180,4561903,101194.34699000,2212545781.09311440,0
BTCUSDT,1d,1676246400000,21782.37000000,21894.99000000,21351.07000000,21773.97000000,295730.76791000,1676332799999,6404813758.26962980,6503611,147221.38569000,3188732830.19944260,0
BTCUSDT,1d,1676332800000,21774.63000000,22319.08000000,21532.77000000,22199.84000000,361958.40109000,1676419199999,7938385476.79208380,7695927,182006.71562000,3991901041.90238260,0
BTCUSDT,1d,1676419200000,22199.84000000,24380.00000000,22047.28000000,24324.05000000,375669.16111000,1676505599999,8604133693.66317090,8335550,190798.15520000,4372346767.10361350,0
